"ligne";"Code";" Intitulés de la  NAF rév. 2, version finale ";"Intitulés NAF rév. 2, 
en 65 caractères";"Intitulés NAF rév. 2, 
en 40 caractères"
1893;"85.5";"Autres activités d'enseignement";"Autres activités d'enseignement";"Autres activités d'enseignement"
1894;"85.51";"Enseignement de disciplines sportives et d'activités de loisirs";"Enseignement de disciplines sportives et d'activités de loisirs";"Enseigmnt discipl. sport. & act. loisir."
1895;"85.51Z";"Enseignement de disciplines sportives et d'activités de loisirs";"Enseignement de disciplines sportives et d'activités de loisirs";"Enseigmnt discipl. sport. & act. loisir."
1896;"85.52";"Enseignement culturel";"Enseignement culturel";"Enseignement culturel"
1897;"85.52Z";"Enseignement culturel";"Enseignement culturel";"Enseignement culturel"
1898;"85.53";"Enseignement de la conduite";"Enseignement de la conduite";"Enseignement de la conduite"
1899;"85.53Z";"Enseignement de la conduite";"Enseignement de la conduite";"Enseignement de la conduite"
1900;"85.59";"Enseignements divers";"Enseignements divers";"Enseignements divers"
1901;"85.59A";"Formation continue d'adultes";"Formation continue d'adultes";"Formation continue d'adultes"
1902;"85.59B";"Autres enseignements";"Autres enseignements";"Autres enseignements"
1903;;;;
1904;"85.6";"Activités de soutien à l'enseignement";"Activités de soutien à l'enseignement";"Activités de soutien à l'enseignement"
1905;"85.60";"Activités de soutien à l'enseignement";"Activités de soutien à l'enseignement";"Activités de soutien à l'enseignement"
1906;"85.60Z";"Activités de soutien à l'enseignement";"Activités de soutien à l'enseignement";"Activités de soutien à l'enseignement"
1907;;;;
1908;"SECTION Q";"SANTÉ HUMAINE ET ACTION SOCIALE";"SANTÉ HUMAINE ET ACTION SOCIALE";"SANTÉ HUMAINE ET ACTION SOCIALE"
1909;;;;
1910;"86";"Activités pour la santé humaine";"Activités pour la santé humaine";"Activités pour la santé humaine"
1911;;;;
1912;"86.1";"Activités hospitalières";"Activités hospitalières";"Activités hospitalières"
1913;"86.10";"Activités hospitalières";"Activités hospitalières";"Activités hospitalières"
1914;"86.10Z";"Activités hospitalières";"Activités hospitalières";"Activités hospitalières"
1915;;;;
1916;"86.2";"Activité des médecins et des dentistes";"Activité des médecins et des dentistes";"Activité des médecins et des dentistes"
1917;"86.21";"Activité des médecins généralistes";"Activité des médecins généralistes";"Activité des médecins généralistes"
1918;"86.21Z";"Activité des médecins généralistes";"Activité des médecins généralistes";"Activité des médecins généralistes"
1919;"86.22";"Activité des médecins spécialistes";"Activité des médecins spécialistes";"Activité des médecins spécialistes"
1920;"86.22A";"Activités de radiodiagnostic et de radiothérapie";"Activités de radiodiagnostic et de radiothérapie";"Act. radiodiagnostic et de radiothérapie"
1921;"86.22B";"Activités chirurgicales";"Activités chirurgicales";"Activités chirurgicales"
1922;"86.22C";"Autres activités des médecins spécialistes";"Autres activités des médecins spécialistes";"Autre activité des médecins spécialistes"
1923;"86.23";"Pratique dentaire";"Pratique dentaire";"Pratique dentaire"
1924;"86.23Z";"Pratique dentaire";"Pratique dentaire";"Pratique dentaire"
1925;;;;
1926;"86.9";"Autres activités pour la santé humaine";"Autres activités pour la santé humaine";"Autres activités pour la santé humaine"
1927;"86.90";"Autres activités pour la santé humaine";"Autres activités pour la santé humaine";"Autres activités pour la santé humaine"
1928;"86.90A";"Ambulances";"Ambulances";"Ambulances"
1929;"86.90B";"Laboratoires d'analyses médicales";"Laboratoires d'analyses médicales";"Laboratoires d'analyses médicales"
1930;"86.90C";"Centres de collecte et banques d'organes";"Centres de collecte et banques d'organes";"Centres de collecte et banques d'organes"
1931;"86.90D";"Activités des infirmiers et des sages-femmes";"Activités des infirmiers et des sages-femmes";"Act. des infirmiers et des sages-femmes"
1932;"86.90E";"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues";"Activité profess. rééducation appareillage & pédicures-podologues";"Act. rééduc. appareillag. & pédic.-podo."
1933;"86.90F";"Activités de santé humaine non classées ailleurs";"Activités de santé humaine non classées ailleurs";"Activités de santé humaine nca."
1934;;;;
1935;"87";"Hébergement médico-social et social";"Hébergement médico-social et social";"Hébergement médico-social et social"
1936;;;;
1937;"87.1";"Hébergement médicalisé";"Hébergement médicalisé";"Hébergement médicalisé"
1938;"87.10";"Hébergement médicalisé";"Hébergement médicalisé";"Hébergement médicalisé"
1939;"87.10A";"Hébergement médicalisé pour personnes âgées";"Hébergement médicalisé pour personnes âgées";"Hébergt médicalisé pour personnes âgées"
1940;"87.10B";"Hébergement médicalisé pour enfants handicapés ";"Hébergement médicalisé pour enfants handicapés";"Hébergt médicalisé pr enfants handicapés"
1941;"87.10C";"Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé 
";"Héberg. médicalisé adultes handicapés & autre héberg. médicalisé";"Hébrgt médic. adul. hand. & aut. ht méd."
1942;;;;
1943;"87.2";"Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes";"Héberg. social person. handicap. & malades mentales & toxicomanes";"Hébrgt soc. hand., mal. mental & toxico."
1944;"87.20";"Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes";"Héberg. social person. handicap. & malades mentales & toxicomanes";"Hébrgt soc. hand., mal. mental & toxico."
1945;"87.20A";"Hébergement social pour handicapés mentaux et malades mentaux ";"Hébergement social pour handicapés mentaux et malades mentaux";"Hébrgt soc. hand. mental & malade mental"
1946;"87.20B";"Hébergement social pour toxicomanes";"Hébergement social pour toxicomanes";"Hébergement social pour toxicomanes"
1947;;;;
1948;"87.3";"Hébergement social pour personnes âgées ou handicapées physiques ";"Hébergement social pour personnes âgées ou handicapées physiques";"Hébgt soc. perso. âgées, hand. physiques"
1949;"87.30";"Hébergement social pour personnes âgées ou handicapées physiques ";"Hébergement social pour personnes âgées ou handicapées physiques";"Hébgt soc. perso. âgées, hand. physiques"
1950;"87.30A";"Hébergement social pour personnes âgées";"Hébergement social pour personnes âgées";"Hébergement social pour personnes âgées"
1951;"87.30B";"Hébergement social pour handicapés  physiques";"Hébergement social pour handicapés  physiques";"Hébergt social pour handicapés physiques"
1952;;;;
1953;"87.9";"Autres activités d’hébergement social ";"Autres activités d’hébergement social";"Autres activités d’hébergement social"
1954;"87.90";"Autres activités d’hébergement social ";"Autres activités d’hébergement social";"Autres activités d’hébergement social"
1955;"87.90A";"Hébergement social pour enfants en difficultés ";"Hébergement social pour enfants en difficultés";"Hébergt social pr enfants en difficultés"
1956;"87.90B";"Hébergement social pour adultes et familles en difficultés et autre hébergement social ";"Hébergement social pour adultes, familles en difficultés et autre";"Hébgt soc. adult., famille en difficulté"
1957;;;;
1958;"88";"Action sociale sans hébergement";"Action sociale sans hébergement";"Action sociale sans hébergement"
1959;;;;
1960;"88.1";"Action sociale sans hébergement pour personnes âgées et pour personnes handicapées ";"Action soc. sans héberg. pers. âgées & handicapées";"Action soc. sans hbgt, per. âgée & hand."
1961;"88.10";"Action sociale sans hébergement pour personnes âgées et pour personnes handicapées ";"Action soc. sans héberg. pers. âgées & handicapées";"Action soc. sans hbgt, per. âgée & hand."
1962;"88.10A";"Aide à domicile  ";"Aide à domicile";"Aide à domicile"
1963;"88.10B";"Accueil ou accompagnement sans hébergement d’adultes handicapés ou de  personnes âgées";"Accueil accompagn. sans héberg. adultes handicapés ou pers. âgées";"Accueil ss hbgt adult. hand., pers. âgée"
1964;"88.10C";"Aide par le travail ";"Aide par le travail";"Aide par le travail"
1965;;;;
1966;"88.9";"Autre action sociale sans hébergement";"Autre action sociale sans hébergement";"Autre action sociale sans hébergement"
1967;"88.91";"Action sociale sans hébergement pour jeunes enfants";"Action sociale sans hébergement pour jeunes enfants";"Action soc. sans hbrgt pr jeunes enfants"
1968;"88.91A";"Accueil de jeunes enfants";"Accueil de jeunes enfants";"Accueil de jeunes enfants"
1969;"88.91B";"Accueil ou accompagnement sans hébergement d’enfants handicapés";"Accueil ou accompagnement sans hébergement d’enfants handicapés";"Accueil sans hébergt d'enfant handicap"
1970;"88.99";"Autre action sociale sans hébergement n.c.a.";"Autre action sociale sans hébergement n.c.a.";"Autre action sociale sans hébrgemnt nca."
1971;"88.99A";"Autre accueil ou accompagnement sans hébergement d’enfants
 et d’adolescents
";"Aut. accueil ou accompgnt sans hébergt d’enfants et adolescents
";"Aut. accueil sans hébrgt enfants & ado.
"
1972;"88.99B";"Action sociale sans hébergement n.c.a.";"Action sociale sans hébergement n.c.a.";"Action sociale sans hébergement n.c.a."
1973;;;;
1974;"SECTION R";"ARTS, SPECTACLES ET ACTIVITÉS RÉCRÉATIVES";"ARTS, SPECTACLES ET ACTIVITÉS RÉCRÉATIVES";"ARTS, SPECTACLES & ACTIVITÉS RÉCRÉATIVES"
1975;;;;
1976;"90";"Activités créatives, artistiques et de spectacle ";"Activités créatives, artistiques et de spectacle";"Act. créativ. artistiques & de spectacle"
1977;;;;
1978;"90.0";"Activités créatives, artistiques et de spectacle ";"Activités créatives, artistiques et de spectacle";"Act. créativ. artistiques & de spectacle"
1979;"90.01";"Arts du spectacle vivant";"Arts du spectacle vivant";"Arts du spectacle vivant"
1980;"90.01Z";"Arts du spectacle vivant";"Arts du spectacle vivant";"Arts du spectacle vivant"
1981;"90.02";"Activités de soutien au spectacle vivant";"Activités de soutien au spectacle vivant";"Activités de soutien au spectacle vivant"
1982;"90.02Z";"Activités de soutien au spectacle vivant";"Activités de soutien au spectacle vivant";"Activités de soutien au spectacle vivant"
1983;"90.03";"Création artistique";"Création artistique";"Création artistique"
1984;"90.03A";"Création artistique relevant des arts plastiques";"Création artistique relevant des arts plastiques";"Création artistique (arts plastiques)"
1985;"90.03B";"Autre création artistique";"Autre création artistique";"Autre création artistique"
1986;"90.04";"Gestion de salles de spectacles";"Gestion de salles de spectacles";"Gestion de salles de spectacles"
1987;"90.04Z";"Gestion de salles de spectacles";"Gestion de salles de spectacles";"Gestion de salles de spectacles"
1988;;;;
1989;"91";"Bibliothèques, archives, musées et autres activités culturelles";"Bibliothèques, archives, musées et autres activités culturelles";"Biblioth. archive musée & aut. act. cul."
1990;;;;
1991;"91.0";"Bibliothèques, archives, musées et autres activités culturelles";"Bibliothèques, archives, musées et autres activités culturelles";"Biblioth. archive musée & aut. act. cul."
1992;"91.01";"Gestion des bibliothèques et des archives";"Gestion des bibliothèques et des archives";"Gestion des bibliothèques & des archives"
1993;"91.01Z";"Gestion des bibliothèques et des archives";"Gestion des bibliothèques et des archives";"Gestion des bibliothèques & des archives"
1994;"91.02";"Gestion des musées";"Gestion des musées";"Gestion des musées"
1995;"91.02Z";"Gestion des musées";"Gestion des musées";"Gestion des musées"
1996;"91.03";"Gestion des sites et monuments historiques et des attractions touristiques similaires";"Gestion sites monuments historiques & attractions tourist. simil.";"Gestion site histor. & attraction simil."
