"CODES NC
2020";LIBELLES AUTOSUFFISANTS NC 2020 (fichier DSECE);"CREATIONS (1)
MODIFICATIONS (2)"
CHAPITRE 90;"INSTRUMENTS ET APPAREILS D'OPTIQUE, DE PHOTOGRAPHIE OU DE CINÉMATOGRAPHIE, DE MESURE, DE CONTRÔLE OU DE PRÉCISION; INSTRUMENTS ET APPAREILS MÉDICO-CHIRURGICAUX; PARTIES ET ACCESSOIRES DE CES INSTRUMENTS OU APPAREILS";
9001;"Fibres optiques et faisceaux de fibres optiques; câbles de fibres optiques (autres que ceux constitués de fibres gainées individuellement du n° 8544); matières polarisantes en feuilles ou en plaques; lentilles, y.c. les verres de contact, prismes, miroirs et autres éléments d'optique en toutes matières, non montés (autres que ceux en verre non travaillé optiquement)";
9001 10;Fibres optiques, faisceaux et câbles de fibres optiques (autres que les câbles constitués de fibres gainées individuellement du n° 8544);
9001 10 10;Câbles conducteurs d'images, de fibres optiques (autres que les câbles constitués de fibres gainées individuellement du n° 8544);
9001 10 90;Fibres optiques, faisceaux et câbles de fibres optiques (à l'excl. des câbles constitués de fibres gainées individuellement du n° 8544 et des câbles conducteurs d'images);
9001 20 00;Matières polarisantes en feuilles ou en plaques;
9001 30 00;Verres de contact;
9001 40;Verres de lunetterie en verre;
9001 40 20;Verres de lunetterie en verre, non correcteurs;
9001 40 41;Verres de lunetterie en verre, complètement ouvrés sur les deux faces, correcteurs, unifocaux;
9001 40 49;Verres de lunetterie en verre, complètement ouvrés sur les deux faces, correcteurs, à double foyer ou à foyer multiple;
9001 40 80;Verres de lunetterie en verre, correcteurs (autres que ceux complètement ouvrés sur les deux faces);
9001 50;Verres de lunetterie en matières autres que le verre;
9001 50 20;Verres de lunetterie en matières autres que le verre, non correcteurs;
9001 50 41;Verres de lunetterie en matières autres que le verre, complètement ouvrés sur les deux faces, correcteurs, unifocaux;
9001 50 49;Verres de lunetterie en matières autres que le verre, complètement ouvrés sur les deux faces, correcteurs, à double foyer ou à foyer multiple;
9001 50 80;Verres de lunetterie en matières autres que le verre, correcteurs (sauf ceux complètement ouvrés sur les deux faces);
9001 90 00;Lentilles, prismes, miroirs et autres éléments d'optique, en toutes matières, non montés (autres que ceux en verre non travaillé optiquement ainsi que les verres de contact et les verres de lunetterie);
9002;Lentilles, prismes, miroirs et autres éléments d'optique en toutes matières, montés, pour instruments ou appareils (autres que ceux en verre non travaillé optiquement);
9002 11 00;Objectifs pour appareils de prise de vues, pour projecteurs ou pour appareils photographiques ou cinématographiques d'agrandissement ou de réduction;
9002 19 00;Objectifs (autres que pour appareils de prise de vues, pour projecteurs ou pour appareils photographiques ou cinématographiques d'agrandissement ou de réduction);
9002 20 00;Filtres, optiques, pour instruments ou appareils, montés;
9002 90 00;Lentilles, prismes, miroirs et autres éléments d'optique, en toutes matières, montés, pour instruments ou appareils (autres que ceux en verre non travaillé optiquement ainsi que les filtres et les objectifs);
9003;Montures de lunettes ou d'articles simil. et leurs parties, n.d.a.;
9003 11 00;Montures de lunettes ou d'articles simil., en matières plastiques;
9003 19 00;Montures de lunettes ou d'articles simil. (autres qu'en matières plastiques);
9003 90 00;Parties de montures de lunettes ou d'articles simil., n.d.a.;
9004;Lunettes correctrices, protectrices ou autres et articles simil. (à l'excl. des lunettes pour tests visuels, des verres de contact, des verres de lunetterie et des montures de lunettes);
9004 10;Lunettes solaires;
9004 10 10;Lunettes solaires, avec verres travaillés optiquement;
9004 10 91;Lunettes solaires avec verres en matières plastiques non travaillés optiquement;
9004 10 99;Lunettes solaires avec verres en verre non travaillés optiquement;
9004 90;Lunettes correctrices, protectrices ou autres et articles simil. (à l'excl. des lunettes pour tests visuels, des lunettes solaires, des verres de contact, des verres de lunetterie et des montures de lunettes);
9004 90 10;Lunettes, correctrices, protectrices ou autres, et articles simil., avec verres en matières plastiques (à l'excl. des lunettes pour tests visuels, des lunettes solaires, des verres de contact, des verres de lunetterie et des montures de lunettes);
9004 90 90;Lunettes, correctrices, protectrices ou autres, et articles simil. (à l'excl. des lunettes avec verres en matières plastiques, des lunettes pour tests visuels, des lunettes solaires, des verres de contact, des verres de lunetterie et des montures de lunettes);
9005;"Jumelles, longues-vues, lunettes astronomiques, télescopes optiques, et leurs bâtis; autres instruments d'astronomie et leurs bâtis (à l'excl. des appareils de radio-astronomie et autres instruments ou appareils, dénommés ou compris ailleurs)";
9005 10 00;Jumelles;
9005 80 00;Longues-vues, lunettes astronomiques, télescopes optiques et autres instruments d'astronomie (à l'excl. des jumelles, des appareils de radio-astronomie et des autres instruments ou appareils dénommés ou compris ailleurs);
9005 90 00;Parties et accessoires de jumelles, longues-vues, lunettes astronomiques, télescopes optiques et autres instruments d'astronomie, n.d.a.;
9006;"Appareils photographiques; appareils et dispositifs, y.c. les lampes et tubes, pour la production de la lumière-éclair en photographie (à l'excl. des lampes et tubes à décharge du n° 8539)";
9006 30 00;Appareils photographiques spécialement conçus pour la photographie sous-marine ou aérienne, pour l'examen médical d'organes internes ou pour les laboratoires de médecine légale ou d'identité judiciaire;
9006 40 00;Appareils photographiques à développement et tirage instantanés (à l'excl. des appareils photographiques pour usages spéciaux des n° 900610 ou 900630);
9006 51 00;Appareils photographiques, à visée à travers l'objectif, pour pellicules en rouleaux d'une largeur <= 35 mm (autres que les appareils photographiques à développement et tirage instantanés et les appareils photographiques pour usages spéciaux des n° 900610 ou 900630);
9006 52 00;Appareils photographiques, pour pellicules en rouleaux d'une largeur < 35 mm (autres que les appareils photographiques à développement et tirage instantanés et que les appareils photographiques pour usages spéciaux des n° 900610 ou 900630);
9006 53;Appareils photographiques, pour pellicules en rouleaux d'une largeur de 35 mm (autres que les appareils photographiques à développement et tirage instantanés et que les appareils photographiques pour usages spéciaux des n° 900610 ou 900630);
9006 53 10;Appareils photographiques jetables, pour pellicules en rouleaux d'une largeur de 35 mm;
9006 53 80;Appareils photographiques pour pellicules en rouleaux d'une largeur de 35 mm (à l'excl. des appareils jetables, des appareils à développement et tirage instantanés ou à visée à travers l'objectif ainsi que des appareils photographiques spéciaux des n° 900610 ou 900630);
9006 59 00;Appareils photographiques, pour pellicules en rouleaux d’une largeur > 35 mm ou pour films plans (à l’exclusion des appareils photographiques à développement et tirage instantanés et des appareils photographiques spécialement conçus pour la photographie sous-marine ou aérienne, pour l’examen médical d’organes internes ou pour les laboratoires de médecine légale ou d’identité judiciaire);
9006 61 00;Appareils à tube à décharge pour la production de la lumière-éclair (dits flashes électroniques);
9006 69 00;Appareils et dispositifs pour la production de lumière-éclair en photographie (à l'excl. des appareils à tube à décharge [dits flashes électroniques]);
9006 91 00;Parties et accessoires d'appareils photographiques, n.d.a.;
9006 99 00;Parties et accessoires des appareils et dispositifs pour la production de la lumière-éclair en photographie, n.d.a.;
9007;Caméras et projecteurs cinématographiques, même incorporant des appareils d'enregistrement ou de reproduction du son (autres que les appareils d'enregistrement ou de reproduction vidéophoniques);
9007 10 00;Caméras cinématographiques;
9007 20 00;Projecteurs cinématographiques;
9007 91 00;Parties et accessoires de caméras, n.d.a.;
9007 92 00;Parties et accessoires de projecteurs cinématographiques, n.d.a.;
9008;Projecteurs d’images fixes et appareils photographiques d’agrandissement ou de réduction (autres que cinématographiques);
9008 50 00;Projecteurs d’images fixes et appareils photographiques d’agrandissement ou de réduction (autres que cinématographiques et les parties et accessoires);
9008 90 00;Parties et accessoires de projecteurs d'images fixes et d'appareils photographiques d'agrandissement ou de réduction, n.d.a.;
9010;"Appareils et matériel pour laboratoires photographiques ou cinématographiques, n.d.a. dans le chapitre 90; négatoscopes; écrans pour projections";
9010 10 00;Appareils et matériel pour le développement automatique des pellicules photographiques, des films cinématographiques ou du papier photographique en rouleaux ou pour l'impression automatique des pellicules développées sur des rouleaux de papier photographique;
9010 50 00;"Appareils et matériel pour laboratoires photographiques ou cinématographiques, n.d.a.; négatoscopes";
9010 60 00;Écrans pour projections;
9010 90;Parties et accessoires des appareils et du matériel pour laboratoires photographiques ou cinématographiques, des négatoscopes et des écrans pour projections;
9010 90 20;Parties et accessoires des appareils et du matériel relevant des sous-positions 9010 50 00 ou 9010 60 00, n.d.a.;
9010 90 80;Parties et accessoires des appareils et du matériel pour le développement automatique des pellicules photographiques, des films cinématographiques ou du papier photographique en rouleaux ou pour l’impression automatique des pellicules développées sur des rouleaux de papier photographique, n.d.a.;
9011;Microscopes optiques, y.c. les microscopes pour la photomicrographie, la cinéphotomicrographie ou la microprojection (à l'excl. des microscopes binoculaires pour l'ophtalmologie ainsi que des instruments, appareils et machines du n° 9031);
9011 10 00;Microscopes optiques stéréoscopiques;1
9011 20;Microscopes optiques, pour la photomicrographie, la cinéphotomicrographie ou la microprojection (autres que les microscopes stéréoscopiques);
9011 20 10;Microscopes optiques pour la photomicrographie munis d'équipements spécifiquement conçus pour la manipulation et le transport de disques [wafers] à semi-conducteur ou de réticules (autres que les microscopes stéréoscopiques);
9011 20 90;Microscopes optiques pour la photomicrographie, la cinéphotomicrographie ou la microprojection (autres que munis d'équipements spécifiquement conçus pour la manipulation et le transport de disques [wafers] à semi-conducteur ou de réticules et autres que les microscopes stéréoscopiques);
9011 80 00;Microscopes optiques (à l'excl. de ceux destinés à la photomicrographie, la cinéphotomicrographie ou la microprojection, des microscopes stéréoscopiques, des microscopes binoculaires pour l'ophtalmologie ainsi que des instruments, appareils et machines du n° 9031);
9011 90 00;Parties et accessoires de microscopes optiques, n.d.a.;1
9012;Microscopes électroniques, microscopes protoniques et diffractographes;
9012 10 00;Microscopes électroniques, microscopes protoniques et diffractographes;1
9012 90 00;Parties et accessoires de microscopes électroniques, de microscopes protoniques et de diffractographes;1
9013;"Dispositifs à cristaux liquides ne constituant pas des articles repris plus spécifiquement ailleurs; lasers (autres que les diodes laser); autres appareils et instruments d'optique, n.d.a. dans le présent chapitre";
9013 10;"Lunettes de visée pour armes; périscopes; lunettes pour machines, appareils ou instruments du présent chapitre ou des chapitres 84 et 85 de la section 16";
9013 10 10;Lunettes pour machines, appareils ou instruments des chapitres 84, 85 ou 90;
9013 10 90;"Lunettes de visée pour armes; périscopes";
9013 20 00;Lasers (autres que les diodes laser);
9013 80;Dispositifs à cristaux liquides, n.d.a., et autres appareils et instruments d'optique, n.d.a. dans le présent chapitre;
9013 80 20;Dispositifs à cristaux liquides à matrice active;
9013 80 30;Dispositifs à cristaux liquides, n.d.a.;
9013 80 90;Loupes, compte-fils, microscopes stéréoscopes et autres appareils et instruments d'optique, n.d.a. dans le présent chapitre;
9013 90;Parties et accessoires de dispositifs à cristaux liquides, lasers et autres appareils et instruments, n.d.a. dans le présent chapitre;
9013 90 05;Parties et accessoires des lunettes de visée pour armes ou périscopes;
9013 90 10;Parties et accessoires de dispositifs à cristaux liquides [LCD];
9013 90 80;Parties et accessoires des lasers et autres appareils et instruments non dénommés ni compris ailleurs dans le chapitre 90, n.d.a.;
9014;"Boussoles, y.c. les compas de navigation; autres instruments et appareils de navigation (à l'excl. des appareils de radionavigation)";
